Edad,RangoEdad,Sexo,EstadoCivil,TipoLocalidad,Comuna,Zona,Estrato,TipoVivienda,TiempoEnMedellin,PersonasConLasQueVive,AfiliacionSalud,NivelEstudio,Estudia,ValoracionOportunidadesDeLaCiudadParaEstudiar,ValoracionInstitucionEnHabilidadesDelMundoLaboral,ImpactoProfesoresEnLaVida,Trabaja,PercepcionOfertaLaboral,GastoSemanalTransporte,GastoSemanalRumba,GastoSemanalObligacionesFamiliares,EdadALaQueTuvoPrimerHijo,EdadPrimeraRelacionSexual,ConsumoDrogas,ConsumoCigarrillo,ConsumoLicor,FrecuenciaEjercicio,FrecuenciaLectura,ParticipacionMarchas,ActividadesComunitarias,ParticipacionVoluntariados,ParticipacionGrupoJuvenil
19,18-21 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,3 personas,Ninguno,Grado 11,No,Muy favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,19,No,No,Sí,Siempre,Casi Siempre,Sí,No,No,Sí
14,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tu propiedad,De 5 a 10 años,8 personas,Subsidiado/ Sisben,Grado 6,No,Favorable,Favorable,Favorable,Nunca he trabajado,Muy buena,0,10000,0,No Aplica,No Aplica,No,No,Sí,A veces,A veces,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 9,Sí,Favorable,Favorable,Favorable,No,Buena,0,0,0,No Aplica,15,Sí,No,Sí,Casi Siempre,A veces,No,No,No,No
23,22-26 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,9 personas,Cotizante,Universitaria Incompleta o en curso,Sí,Muy favorable,Favorable,Ni favorable/ Ni desfavorable,Sí,Mala,0,0,0,20,19,No,No,Sí,Nunca,Casi Siempre,No,No,No,Sí
15,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,Más de 10 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,0,No Aplica,No Aplica,Sí,No,No,A veces,A veces,No,No,No,No
23,22-26 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Cotizante,Técnica Completa,No,Muy favorable,Muy favorable,Favorable,Sí,Muy Mala,0,0,0,No Aplica,14,No,Sí,Sí,Casi Siempre,A veces,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 6,No,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,16,10,No,No,No,Nunca,Nunca,No,No,No,No
22,22-26 años,Hombre,Separado(a) o divorciado(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,De 1 a 5 años,Vive solo,Ninguno,Grado 11,No,Muy favorable,Favorable,Favorable,Sí,Buena,15000,0,40000,No Aplica,15,No,No,No,A veces,A veces,No,No,No,Sí
26,22-26 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 11,No,Muy favorable,Favorable,Favorable,No,Muy Mala,0,0,0,22,14,No,Sí,No,Casi Siempre,Casi nunca,No,No,No,Sí
21,18-21 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,COMUNA,Popular,NORORIENTAL,Estrato 2,Prestado por un familiar o amigo,De 5 a 10 años,4 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Ni favorable/ Ni desfavorable,Favorable,Sí,Buena,17000,0,70000,No Aplica,17,No,No,No,A veces,A veces,No,No,No,No
20,18-21 años,Mujer,Separado(a) o divorciado(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tu propiedad,Siempre,Más de 10 personas,Subsidiado/ Sisben,Grado 10,No,Favorable,Favorable,Favorable,No,Buena,6000,0,20000,No Aplica,15,No,No,Sí,Casi Siempre,Casi Siempre,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,4 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,Casi Siempre,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tu propiedad,Siempre,8 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Favorable,Favorable,Sí,Buena,0,0,0,No Aplica,No Aplica,No,No,No,A veces,A veces,No,No,No,No
21,18-21 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,Popular,NORORIENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,2 personas,Cotizante,Tecnología Completa,No,Ni favorable/ Ni desfavorable,Favorable,Muy favorable,Sí,Ni buena/ Ni mala,0,0,0,No Aplica,18,No,No,No,Nunca,Nunca,No,No,No,No
20,18-21 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Universitaria completa,No,Muy favorable,Muy favorable,Muy favorable,Sí,Ni buena/ Ni mala,30000,0,50000,No Aplica,17,No,No,No,A veces,Casi Siempre,No,Sí,No,Sí
26,22-26 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Subsidiado/ Sisben,Grado 7,No,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,No,Nunca ha realizado,0,0,100000,19,17,No,No,Sí,Nunca,Nunca,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,De 1 a 5 años,5 personas,Subsidiado/ Sisben,Grado 6,Sí,Desfavorable,Muy favorable,Favorable,Nunca he trabajado,Nunca ha realizado,50000,0,0,No Aplica,17,No,No,No,A veces,Nunca,No,No,No,Sí
22,22-26 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,De tus padres/ hermanos,Más de 10 años,3 personas,Cotizante,Grado 9,No,Favorable,Favorable,Favorable,No,Muy buena,0,0,100000,No Aplica,10,No,No,Sí,Siempre,Nunca,No,No,No,Sí
18,18-21 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Ni favorable/ Ni desfavorable,Favorable,Sí,Buena,0,10000,0,No Aplica,17,No,No,Sí,Casi Siempre,A veces,No,No,No,No
16,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,Siempre,6 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Favorable,Ni favorable/ Ni desfavorable,No,Buena,0,0,0,No Aplica,14,No,No,No,A veces,Nunca,No,No,No,No
25,22-26 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,Más de 10 años,3 personas,Subsidiado/ Sisben,Grado 9,Sí,Muy desfavorable,Favorable,Ni favorable/ Ni desfavorable,No,Nunca ha realizado,0,0,0,No Aplica,17,No,No,No,Nunca,Nunca,No,No,No,No
21,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Más de 10 años,7 personas,Subsidiado/ Sisben,Técnica incompleta o en curso,Sí,Muy desfavorable,Muy favorable,Favorable,Nunca he trabajado,Muy Mala,6000,0,0,16,15,No,No,Sí,Siempre,A veces,No,No,No,Sí
21,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Cotizante,Técnica incompleta o en curso,Sí,Ni favorable/ Ni desfavorable,Muy favorable,Ni favorable/ Ni desfavorable,Sí,Ni buena/ Ni mala,30000,0,0,No Aplica,15,No,No,Sí,Siempre,Casi nunca,No,No,No,Sí
20,18-21 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,Menos de 1 año,2 personas,Subsidiado/ Sisben,Grado 11,No,Muy favorable,Favorable,Muy favorable,No,Nunca ha realizado,0,0,0,No Aplica,19,No,No,No,Nunca,Nunca,No,Sí,No,No
19,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Prestado por un familiar o amigo,Más de 10 años,6 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Muy desfavorable,Muy favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,Nunca,No,No,No,Sí
18,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Beneficiario,Técnica incompleta o en curso,Sí,Desfavorable,Favorable,Favorable,No,Muy Mala,15000,0,0,No Aplica,14,No,No,Sí,Nunca,Nunca,No,No,No,Sí
18,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Cotizante,Grado 9,Sí,Ni favorable/ Ni desfavorable,Desfavorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,Sí,Sí,Nunca,Nunca,No,No,No,No
17,14-17 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Menos de 1 año,3 personas,Beneficiario,Grado 10,No,Desfavorable,Ni favorable/ Ni desfavorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Nunca ha realizado,0,0,0,17,16,No,No,No,Nunca,Nunca,No,No,No,No
14,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,De 1 a 5 años,4 personas,Ninguno,Grado 9,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,14,No,No,Sí,Siempre,Siempre,No,No,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,Siempre,5 personas,Subsidiado/ Sisben,Grado 8,Sí,Muy favorable,Ni favorable/ Ni desfavorable,Desfavorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,Nunca,No,Sí,No,No
16,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,De 1 a 5 años,4 personas,Beneficiario,Técnica incompleta o en curso,Sí,Muy favorable,Muy favorable,Favorable,No,Buena,0,0,0,No Aplica,No Aplica,No,No,No,A veces,Casi nunca,No,No,Sí,No
15,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,Siempre,Más de 10 personas,Subsidiado/ Sisben,Grado 6,Sí,Ni favorable/ Ni desfavorable,Desfavorable,Ni favorable/ Ni desfavorable,No,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,Nunca,No,No,No,No
24,22-26 años,Mujer,Casado(a),COMUNA,Popular,NORORIENTAL,Estrato 1,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 5,No,Muy desfavorable,Favorable,Muy favorable,No,Nunca ha realizado,0,0,0,15,14,No,No,Sí,Nunca,Nunca,No,No,No,No
16,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 10,Sí,Favorable,Favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Nunca ha realizado,20000,20000,0,No Aplica,13,No,Sí,Sí,Casi Siempre,Casi Siempre,Sí,No,No,No
22,22-26 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Subsidiado/ Sisben,Grado 11,No,Muy desfavorable,Muy favorable,Muy favorable,No,Ni buena/ Ni mala,10000,50000,0,No Aplica,19,No,No,Sí,Casi nunca,A veces,No,No,No,Sí
26,22-26 años,Mujer,Separado(a) o divorciado(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,Menos de 1 año,6 personas,Subsidiado/ Sisben,Grado 3,No,Muy desfavorable,Muy desfavorable,Muy desfavorable,No,Nunca ha realizado,0,0,0,19,17,No,No,No,Nunca,Nunca,No,No,No,No
19,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,6 personas,Beneficiario,Grado 11,No,Favorable,Favorable,Muy favorable,Nunca he trabajado,Buena,30000,0,0,No Aplica,18,No,No,Sí,Nunca,A veces,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 7,Sí,Muy favorable,Muy favorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,Nunca,No,No,No,No
20,18-21 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,4 personas,Subsidiado/ Sisben,Tecnología Incompleta o en curso,Sí,Muy favorable,Muy favorable,Muy favorable,No,Buena,40000,0,0,No Aplica,19,No,No,Sí,Siempre,A veces,No,No,No,Sí
17,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 10,Sí,Muy favorable,Muy favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,15,Sí,No,Sí,Casi Siempre,Casi nunca,Sí,No,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,De tus padres/ hermanos,Más de 10 años,5 personas,Subsidiado/ Sisben,Grado 11,Sí,Favorable,Muy favorable,Ni favorable/ Ni desfavorable,No,Mala,0,0,0,No Aplica,15,No,No,Sí,Casi Siempre,Nunca,No,Sí,No,No
16,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,De 1 a 5 años,3 personas,Subsidiado/ Sisben,Grado 3,Sí,Muy desfavorable,Favorable,Muy favorable,No,Nunca ha realizado,10000,0,30000,No Aplica,No Aplica,No,No,No,A veces,Siempre,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,De 5 a 10 años,7 personas,Subsidiado/ Sisben,Grado 10,No,Ni favorable/ Ni desfavorable,Muy favorable,Favorable,Nunca he trabajado,Ni buena/ Ni mala,0,0,100000,17,16,No,Sí,Sí,Nunca,Nunca,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,4 personas,Subsidiado/ Sisben,Grado 11,Sí,Ni favorable/ Ni desfavorable,Favorable,Favorable,No,Buena,0,0,0,No Aplica,No Aplica,Sí,Sí,No,Nunca,Nunca,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,2 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Desfavorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,No,Sí,Casi Siempre,A veces,No,No,No,No
26,22-26 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,5 personas,Beneficiario,Técnica incompleta o en curso,No,Desfavorable,Ni favorable/ Ni desfavorable,Favorable,No,Nunca ha realizado,0,0,0,19,16,No,Sí,Sí,Casi nunca,Nunca,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Prestado por un familiar o amigo,Siempre,4 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,14,No,No,Sí,Nunca,Nunca,No,No,No,No
19,18-21 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,Siempre,4 personas,Subsidiado/ Sisben,Grado 10,No,Muy favorable,Muy favorable,Favorable,No,Nunca ha realizado,0,0,120000,19,17,No,Sí,Sí,Siempre,Nunca,No,No,No,No
20,18-21 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Grado 7,Sí,Favorable,Favorable,Favorable,Sí,Nunca ha realizado,25000,50000,80000,No Aplica,10,No,No,No,Casi nunca,Nunca,No,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,3 personas,Subsidiado/ Sisben,Grado 7,No,Muy favorable,Favorable,Muy favorable,Sí,Buena,0,0,0,No Aplica,12,No,Sí,Sí,Nunca,Nunca,No,No,No,No
19,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,De tus padres/ hermanos,Siempre,6 personas,Subsidiado/ Sisben,Grado 5,No,Muy desfavorable,Muy desfavorable,Muy desfavorable,No,Nunca ha realizado,0,0,100000,15,14,No,Sí,Sí,Nunca,Nunca,No,No,No,Sí
14,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Prestado por un familiar o amigo,Siempre,4 personas,Beneficiario,Grado 5,Sí,Favorable,Favorable,Favorable,No,Nunca ha realizado,0,0,0,No Aplica,No Aplica,No,No,No,Nunca,Nunca,No,No,No,No
25,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Cotizante,Grado 11,No,Ni favorable/ Ni desfavorable,Desfavorable,Ni favorable/ Ni desfavorable,Sí,Ni buena/ Ni mala,50000,0,100000,20,18,No,No,No,Nunca,Nunca,No,No,No,No
20,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,8 personas,Subsidiado/ Sisben,Grado 11,Sí,Favorable,Muy favorable,Muy favorable,Sí,Muy buena,0,0,0,No Aplica,16,No,Sí,Sí,A veces,A veces,Sí,No,No,No
20,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,De 5 a 10 años,5 personas,Subsidiado/ Sisben,Técnica incompleta o en curso,No,Favorable,Muy favorable,Muy favorable,No,Buena,0,0,0,18,17,No,No,Sí,Nunca,Nunca,No,No,No,Sí
18,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,De tus padres/ hermanos,Menos de 1 año,8 personas,Subsidiado/ Sisben,Grado 9,Sí,Muy favorable,Muy favorable,Muy favorable,No,Buena,0,0,150000,16,15,No,No,Sí,Nunca,Nunca,No,No,No,No
14,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tu propiedad,Siempre,4 personas,Subsidiado/ Sisben,Grado 7,Sí,Muy favorable,Muy favorable,Muy favorable,Nunca he trabajado,Nunca ha realizado,0,0,0,No Aplica,13,Sí,No,No,Siempre,Siempre,No,No,No,Sí
26,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,3 personas,Beneficiario,Técnica Completa,No,Favorable,Favorable,Favorable,Sí,Buena,0,0,175000,25,19,No,No,No,Nunca,Nunca,No,No,No,No
15,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Beneficiario,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,15,No,No,Sí,A veces,A veces,Sí,No,No,Sí
25,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,4 personas,Beneficiario,Grado 6,No,Favorable,Desfavorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Buena,0,0,0,18,15,No,No,Sí,Nunca,A veces,No,No,No,No
19,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Subsidiado/ Sisben,Técnica Completa,Sí,Muy favorable,Ni favorable/ Ni desfavorable,Favorable,Nunca he trabajado,Muy Mala,40000,0,0,No Aplica,19,No,No,Sí,Siempre,Casi Siempre,No,Sí,No,No
23,22-26 años,Mujer,No eres casado(a) y vives en pareja hace menos de dos años,COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,Siempre,6 personas,Beneficiario,Grado 6,No,Favorable,Favorable,Muy favorable,No,Buena,10000,20000,0,16,14,Sí,Sí,Sí,Nunca,Siempre,Sí,Sí,Sí,Sí
16,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,De 1 a 5 años,4 personas,Beneficiario,Grado 7,Sí,Favorable,Muy favorable,Favorable,Nunca he trabajado,Buena,20000,0,0,No Aplica,12,No,No,No,Siempre,Casi nunca,No,No,No,No
25,22-26 años,Mujer,Casado(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,4 personas,Subsidiado/ Sisben,Grado 11,No,Favorable,Desfavorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Ni buena/ Ni mala,6000,0,0,18,16,No,No,No,Casi Siempre,Casi nunca,No,No,No,No
22,22-26 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Menos de 1 año,3 personas,Beneficiario,Técnica incompleta o en curso,Sí,Muy favorable,Muy favorable,Muy favorable,Sí,Buena,15000,0,0,No Aplica,16,No,No,Sí,Casi nunca,A veces,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 11,Sí,Desfavorable,Favorable,Ni favorable/ Ni desfavorable,Sí,Muy buena,30000,0,0,No Aplica,No Aplica,No,No,No,A veces,Siempre,No,No,No,No
18,18-21 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,5 personas,Subsidiado/ Sisben,Grado 11,No,Muy favorable,Muy favorable,Muy favorable,No,Buena,30000,20000,0,15,14,No,No,No,Siempre,Nunca,Sí,No,No,Sí
15,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 10,Sí,Muy favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,15,No,No,No,A veces,Casi nunca,No,No,No,No
22,22-26 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,Menos de 1 año,5 personas,Beneficiario,Grado 6,No,Favorable,Favorable,Ni favorable/ Ni desfavorable,No,Ni buena/ Ni mala,0,0,0,16,15,No,No,Sí,Nunca,Casi Siempre,No,Sí,No,No
14,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,8 personas,Beneficiario,Grado 9,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Buena,15000,0,0,No Aplica,No Aplica,No,No,No,A veces,Siempre,Sí,No,No,Sí
14,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,4 personas,Beneficiario,Grado 9,Sí,Favorable,Muy favorable,Muy favorable,Nunca he trabajado,Buena,15000,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Siempre,Sí,No,No,Sí
14,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,Siempre,4 personas,Subsidiado/ Sisben,Grado 8,Sí,Favorable,Favorable,Favorable,No,Buena,0,10000,0,No Aplica,No Aplica,No,No,Sí,Nunca,A veces,No,No,No,No
17,14-17 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,5 personas,Beneficiario,Grado 10,Sí,Ni favorable/ Ni desfavorable,Muy favorable,Ni favorable/ Ni desfavorable,No,Ni buena/ Ni mala,10000,30000,0,No Aplica,16,Sí,Sí,Sí,A veces,A veces,No,No,No,Sí
18,18-21 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,De tus padres/ hermanos,Siempre,5 personas,Beneficiario,Grado 7,Sí,Favorable,Favorable,Favorable,No,Muy buena,20000,30000,0,No Aplica,13,No,No,Sí,Casi Siempre,A veces,No,Sí,No,Sí
22,22-26 años,Hombre,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Subsidiado/ Sisben,Grado 11,No,Desfavorable,Desfavorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Mala,0,10000,0,20,14,Sí,Sí,Sí,Casi Siempre,A veces,Sí,No,Sí,Sí
25,22-26 años,Hombre,No eres casado(a) y vives en pareja hace menos de dos años,COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,6 personas,Cotizante,Grado 6,No,Muy favorable,Muy favorable,Muy favorable,Sí,Buena,40000,20000,70000,18,15,No,Sí,Sí,Casi Siempre,Casi Siempre,Sí,Sí,Sí,Sí
18,18-21 años,Mujer,No eres casado(a) y vives en pareja hace dos años o más,COMUNA,Popular,NORORIENTAL,Estrato 1,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 10,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Mala,0,0,20000,15,14,No,No,Sí,A veces,Siempre,No,No,No,No
17,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,Alquilado,Siempre,Más de 10 personas,Subsidiado/ Sisben,Grado 9,Sí,Ni favorable/ Ni desfavorable,Favorable,Ni favorable/ Ni desfavorable,Nunca he trabajado,Mala,0,0,0,16,16,No,No,No,Nunca,Nunca,No,Sí,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,10 personas,Subsidiado/ Sisben,Grado 9,Sí,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,No Aplica,No Aplica,No,No,No,Casi Siempre,Siempre,No,Sí,No,Sí
17,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 2,De tus padres/ hermanos,Siempre,5 personas,Subsidiado/ Sisben,Grado 10,Sí,Desfavorable,Favorable,Favorable,Nunca he trabajado,Buena,30000,0,0,16,14,No,No,No,Siempre,Siempre,No,No,No,No
16,14-17 años,Mujer,Soltero(a),COMUNA,Popular,NORORIENTAL,Estrato 1,Alquilado,Siempre,4 personas,Subsidiado/ Sisben,Grado 7,No,Favorable,Favorable,Favorable,Nunca he trabajado,Buena,0,0,0,16,15,No,Sí,No,Nunca,A veces,No,No,Sí,No
